GeneID_curateA,GeneID_curateB,combined_score,phys_score
ENSRNOG00000000010,ENSRNOG00000021103,985,938
ENSRNOG00000000010,ENSRNOG00000050220,984,940
ENSRNOG00000000010,ENSRNOG00000055499,934,799
ENSRNOG00000000017,ENSRNOG00000000017,936,903
ENSRNOG00000000017,ENSRNOG00000017243,933,900
ENSRNOG00000000047,ENSRNOG00000007650,949,930
ENSRNOG00000000047,ENSRNOG00000016474,923,900
ENSRNOG00000000047,ENSRNOG00000017874,769,719
ENSRNOG00000000047,ENSRNOG00000019556,933,907
ENSRNOG00000000047,ENSRNOG00000020451,955,937
ENSRNOG00000000047,ENSRNOG00000024553,803,802
ENSRNOG00000000047,NA,877,787
ENSRNOG00000000053,ENSRNOG00000006345,898,756
ENSRNOG00000000053,ENSRNOG00000013743,809,722
ENSRNOG00000000062,ENSRNOG00000000075,793,720
ENSRNOG00000000062,ENSRNOG00000000467,977,950
ENSRNOG00000000062,ENSRNOG00000001212,720,720
ENSRNOG00000000062,ENSRNOG00000003726,793,730
ENSRNOG00000000062,ENSRNOG00000004339,758,720
ENSRNOG00000000062,ENSRNOG00000004773,957,809
ENSRNOG00000000062,ENSRNOG00000006004,792,730
ENSRNOG00000000062,ENSRNOG00000008929,831,720
ENSRNOG00000000062,ENSRNOG00000009568,731,720
ENSRNOG00000000062,ENSRNOG00000015191,797,739
ENSRNOG00000000062,ENSRNOG00000016585,840,825
ENSRNOG00000000062,ENSRNOG00000016875,903,736
ENSRNOG00000000062,ENSRNOG00000017509,817,720
ENSRNOG00000000062,ENSRNOG00000018532,907,899
ENSRNOG00000000062,ENSRNOG00000019097,729,720
ENSRNOG00000000062,ENSRNOG00000020250,828,803
ENSRNOG00000000062,ENSRNOG00000020336,859,720
ENSRNOG00000000062,ENSRNOG00000021492,770,720
ENSRNOG00000000062,ENSRNOG00000045918,846,720
ENSRNOG00000000062,ENSRNOG00000046955,895,736
ENSRNOG00000000062,ENSRNOG00000048113,896,734
ENSRNOG00000000062,ENSRNOG00000048187,781,720
ENSRNOG00000000062,ENSRNOG00000049215,877,736
ENSRNOG00000000062,ENSRNOG00000051433,818,796
ENSRNOG00000000062,ENSRNOG00000052087,727,720
ENSRNOG00000000062,ENSRNOG00000058663,831,743
ENSRNOG00000000062,ENSRNOG00000061603,736,720
ENSRNOG00000000064,ENSRNOG00000001551,999,976
ENSRNOG00000000064,ENSRNOG00000001991,999,999
ENSRNOG00000000064,ENSRNOG00000002840,999,999
ENSRNOG00000000064,ENSRNOG00000003269,729,720
ENSRNOG00000000064,ENSRNOG00000003626,999,998
ENSRNOG00000000064,ENSRNOG00000003858,768,720
ENSRNOG00000000064,ENSRNOG00000006542,898,802
ENSRNOG00000000064,ENSRNOG00000014625,999,999
ENSRNOG00000000064,ENSRNOG00000015320,991,907
ENSRNOG00000000064,ENSRNOG00000017032,999,998
ENSRNOG00000000064,ENSRNOG00000020296,999,998
ENSRNOG00000000064,ENSRNOG00000027049,999,990
ENSRNOG00000000064,ENSRNOG00000028884,999,999
ENSRNOG00000000064,ENSRNOG00000031431,893,737
ENSRNOG00000000064,ENSRNOG00000031979,999,998
ENSRNOG00000000064,ENSRNOG00000036814,726,720
ENSRNOG00000000064,ENSRNOG00000049912,999,998
ENSRNOG00000000064,ENSRNOG00000064742,999,998
ENSRNOG00000000064,ENSRNOG00000066701,999,998
ENSRNOG00000000064,NA,997,992
ENSRNOG00000000068,ENSRNOG00000000068,818,751
ENSRNOG00000000068,ENSRNOG00000002904,814,800
ENSRNOG00000000068,ENSRNOG00000007104,741,720
ENSRNOG00000000068,ENSRNOG00000011158,940,822
ENSRNOG00000000068,ENSRNOG00000011282,984,912
ENSRNOG00000000068,ENSRNOG00000014293,728,720
ENSRNOG00000000068,ENSRNOG00000018457,894,775
ENSRNOG00000000068,ENSRNOG00000018708,969,889
ENSRNOG00000000068,ENSRNOG00000022499,982,964
ENSRNOG00000000068,ENSRNOG00000022999,909,758
ENSRNOG00000000068,ENSRNOG00000024647,775,720
ENSRNOG00000000068,ENSRNOG00000027773,747,720
ENSRNOG00000000068,NA,919,720
ENSRNOG00000000070,ENSRNOG00000001355,747,720
ENSRNOG00000000070,ENSRNOG00000002757,907,787
ENSRNOG00000000070,ENSRNOG00000003816,720,720
ENSRNOG00000000070,ENSRNOG00000004681,741,720
ENSRNOG00000000070,ENSRNOG00000004843,889,778
ENSRNOG00000000070,ENSRNOG00000004927,736,720
ENSRNOG00000000070,ENSRNOG00000005724,738,720
ENSRNOG00000000070,ENSRNOG00000006102,753,720
ENSRNOG00000000070,ENSRNOG00000007160,920,848
ENSRNOG00000000070,ENSRNOG00000008212,877,825
ENSRNOG00000000070,ENSRNOG00000008597,877,738
ENSRNOG00000000070,ENSRNOG00000008610,897,812
ENSRNOG00000000070,ENSRNOG00000011881,720,720
ENSRNOG00000000070,ENSRNOG00000018364,871,774
ENSRNOG00000000070,ENSRNOG00000019178,742,720
ENSRNOG00000000070,ENSRNOG00000019245,885,779
ENSRNOG00000000070,ENSRNOG00000019419,732,720
ENSRNOG00000000070,ENSRNOG00000020153,752,720
ENSRNOG00000000070,ENSRNOG00000020274,773,720
ENSRNOG00000000070,ENSRNOG00000020527,955,885
ENSRNOG00000000070,ENSRNOG00000020930,726,720
ENSRNOG00000000070,ENSRNOG00000023107,938,880
ENSRNOG00000000070,ENSRNOG00000027326,879,776
ENSRNOG00000000070,ENSRNOG00000032492,726,720
ENSRNOG00000000070,ENSRNOG00000034022,740,720
ENSRNOG00000000070,ENSRNOG00000039848,739,720
ENSRNOG00000000070,ENSRNOG00000048288,734,720
ENSRNOG00000000070,ENSRNOG00000050321,842,809
ENSRNOG00000000070,ENSRNOG00000054497,720,720
ENSRNOG00000000070,ENSRNOG00000059480,775,720
ENSRNOG00000000070,NA,889,784
ENSRNOG00000000075,ENSRNOG00000000062,793,720
ENSRNOG00000000075,ENSRNOG00000000075,946,939
ENSRNOG00000000075,ENSRNOG00000000467,860,720
ENSRNOG00000000075,ENSRNOG00000001212,756,720
ENSRNOG00000000075,ENSRNOG00000003726,757,720
ENSRNOG00000000075,ENSRNOG00000004339,775,720
ENSRNOG00000000075,ENSRNOG00000006004,765,720
ENSRNOG00000000075,ENSRNOG00000008929,964,910
ENSRNOG00000000075,ENSRNOG00000009568,803,737
ENSRNOG00000000075,ENSRNOG00000010126,905,742
ENSRNOG00000000075,ENSRNOG00000015191,739,720
ENSRNOG00000000075,ENSRNOG00000016585,812,720
ENSRNOG00000000075,ENSRNOG00000016875,840,720
ENSRNOG00000000075,ENSRNOG00000017509,975,786
ENSRNOG00000000075,ENSRNOG00000018532,790,720
ENSRNOG00000000075,ENSRNOG00000019097,720,720
ENSRNOG00000000075,ENSRNOG00000020250,852,720
ENSRNOG00000000075,ENSRNOG00000020336,993,970
ENSRNOG00000000075,ENSRNOG00000021492,959,917
ENSRNOG00000000075,ENSRNOG00000045918,994,981
ENSRNOG00000000075,ENSRNOG00000046955,782,720
ENSRNOG00000000075,ENSRNOG00000048113,844,720
ENSRNOG00000000075,ENSRNOG00000048187,983,953
ENSRNOG00000000075,ENSRNOG00000049215,797,720
ENSRNOG00000000075,ENSRNOG00000051433,870,720
ENSRNOG00000000075,ENSRNOG00000052087,730,720
ENSRNOG00000000075,ENSRNOG00000058663,995,974
ENSRNOG00000000075,ENSRNOG00000061603,743,720
ENSRNOG00000000082,ENSRNOG00000005907,987,851
ENSRNOG00000000082,ENSRNOG00000015131,970,877
ENSRNOG00000000096,ENSRNOG00000015262,893,705
ENSRNOG00000000097,ENSRNOG00000013820,857,811
ENSRNOG00000000098,ENSRNOG00000000851,961,713
ENSRNOG00000000104,ENSRNOG00000003497,998,977
ENSRNOG00000000104,ENSRNOG00000004373,995,972
ENSRNOG00000000104,ENSRNOG00000007315,999,995
ENSRNOG00000000104,ENSRNOG00000007701,999,987
ENSRNOG00000000104,ENSRNOG00000008456,999,988
ENSRNOG00000000104,ENSRNOG00000012760,892,736
ENSRNOG00000000104,ENSRNOG00000030520,952,720
ENSRNOG00000000104,ENSRNOG00000032739,999,994
ENSRNOG00000000104,ENSRNOG00000036687,993,957
ENSRNOG00000000105,ENSRNOG00000001494,932,900
ENSRNOG00000000105,ENSRNOG00000001786,720,720
ENSRNOG00000000105,ENSRNOG00000001867,772,720
ENSRNOG00000000105,ENSRNOG00000003402,774,720
ENSRNOG00000000105,ENSRNOG00000003506,901,900
ENSRNOG00000000105,ENSRNOG00000003849,921,900
ENSRNOG00000000105,ENSRNOG00000005281,737,720
ENSRNOG00000000105,ENSRNOG00000005801,720,720
ENSRNOG00000000105,ENSRNOG00000008372,919,900
ENSRNOG00000000105,ENSRNOG00000010365,791,720
ENSRNOG00000000105,ENSRNOG00000011008,900,900
ENSRNOG00000000105,ENSRNOG00000011804,917,900
ENSRNOG00000000105,ENSRNOG00000012748,938,911
ENSRNOG00000000105,ENSRNOG00000014785,730,720
ENSRNOG00000000105,ENSRNOG00000016619,900,900
ENSRNOG00000000105,ENSRNOG00000018673,900,900
ENSRNOG00000000105,ENSRNOG00000018847,900,900
ENSRNOG00000000105,ENSRNOG00000019219,968,934
ENSRNOG00000000105,ENSRNOG00000020753,900,900
ENSRNOG00000000105,ENSRNOG00000029165,943,900
ENSRNOG00000000105,ENSRNOG00000042786,736,720
ENSRNOG00000000105,ENSRNOG00000050552,940,900
ENSRNOG00000000105,ENSRNOG00000052887,914,900
ENSRNOG00000000105,ENSRNOG00000060436,900,900
ENSRNOG00000000105,NA,799,752
ENSRNOG00000000111,ENSRNOG00000012046,960,858
ENSRNOG00000000113,ENSRNOG00000003424,919,900
ENSRNOG00000000122,ENSRNOG00000012761,929,900
ENSRNOG00000000122,ENSRNOG00000014574,920,900
ENSRNOG00000000122,ENSRNOG00000018105,919,900
ENSRNOG00000000122,ENSRNOG00000018982,906,900
ENSRNOG00000000122,ENSRNOG00000026813,920,900
ENSRNOG00000000122,ENSRNOG00000037688,934,900
ENSRNOG00000000122,ENSRNOG00000046947,936,904
ENSRNOG00000000122,ENSRNOG00000052506,924,910
ENSRNOG00000000122,ENSRNOG00000055714,930,900
ENSRNOG00000000133,ENSRNOG00000000566,943,904
ENSRNOG00000000137,ENSRNOG00000010266,996,979
ENSRNOG00000000150,ENSRNOG00000050647,904,815
ENSRNOG00000000151,ENSRNOG00000009946,997,992
ENSRNOG00000000151,ENSRNOG00000028930,866,800
ENSRNOG00000000151,ENSRNOG00000056184,980,967
ENSRNOG00000000155,ENSRNOG00000000470,801,706
ENSRNOG00000000155,ENSRNOG00000002795,992,954
ENSRNOG00000000155,ENSRNOG00000013536,743,720
ENSRNOG00000000155,ENSRNOG00000013660,997,961
ENSRNOG00000000155,ENSRNOG00000017745,995,968
ENSRNOG00000000155,ENSRNOG00000018228,994,959
ENSRNOG00000000155,ENSRNOG00000020379,997,963
ENSRNOG00000000155,ENSRNOG00000056610,993,941
ENSRNOG00000000155,ENSRNOG00000060008,991,933
ENSRNOG00000000157,ENSRNOG00000000322,999,999
ENSRNOG00000000157,ENSRNOG00000002094,999,996
ENSRNOG00000000157,ENSRNOG00000003147,944,825
ENSRNOG00000000157,ENSRNOG00000003827,993,962
ENSRNOG00000000157,ENSRNOG00000006384,982,979
ENSRNOG00000000157,ENSRNOG00000007486,999,983
ENSRNOG00000000157,ENSRNOG00000012331,842,713
ENSRNOG00000000157,ENSRNOG00000016342,999,991
ENSRNOG00000000157,ENSRNOG00000017417,990,816
ENSRNOG00000000157,ENSRNOG00000017913,999,999
ENSRNOG00000000157,ENSRNOG00000018247,809,797
ENSRNOG00000000157,ENSRNOG00000018604,872,837
ENSRNOG00000000157,ENSRNOG00000019413,991,962
ENSRNOG00000000157,ENSRNOG00000025295,995,992
ENSRNOG00000000157,ENSRNOG00000047035,917,864
ENSRNOG00000000157,NA,967,904
ENSRNOG00000000161,ENSRNOG00000009992,992,983
ENSRNOG00000000161,ENSRNOG00000012247,981,972
ENSRNOG00000000161,ENSRNOG00000030483,996,991
ENSRNOG00000000164,ENSRNOG00000002343,851,807
ENSRNOG00000000164,ENSRNOG00000007650,953,813
ENSRNOG00000000164,ENSRNOG00000019629,998,977
ENSRNOG00000000164,ENSRNOG00000050647,820,701
ENSRNOG00000000164,ENSRNOG00000059714,872,860
ENSRNOG00000000164,ENSRNOG00000063584,900,900
ENSRNOG00000000164,NA,889,860
ENSRNOG00000000165,ENSRNOG00000000165,953,921
ENSRNOG00000000165,ENSRNOG00000051816,970,900
ENSRNOG00000000166,ENSRNOG00000009663,923,900
ENSRNOG00000000169,ENSRNOG00000046969,977,887
ENSRNOG00000000184,ENSRNOG00000021200,959,717
ENSRNOG00000000184,ENSRNOG00000033099,903,828
ENSRNOG00000000185,ENSRNOG00000000185,927,900
ENSRNOG00000000185,ENSRNOG00000005614,911,900
ENSRNOG00000000187,ENSRNOG00000001325,994,981
ENSRNOG00000000187,ENSRNOG00000005954,960,943
ENSRNOG00000000187,ENSRNOG00000012619,775,747
ENSRNOG00000000187,ENSRNOG00000018669,988,970
ENSRNOG00000000187,ENSRNOG00000026786,994,852
ENSRNOG00000000187,ENSRNOG00000026805,996,961
ENSRNOG00000000187,ENSRNOG00000049782,990,949
ENSRNOG00000000196,ENSRNOG00000014290,834,818
ENSRNOG00000000231,ENSRNOG00000001844,722,720
ENSRNOG00000000231,ENSRNOG00000001870,720,720
ENSRNOG00000000231,ENSRNOG00000001878,731,720
ENSRNOG00000000231,ENSRNOG00000002054,720,720
ENSRNOG00000000231,ENSRNOG00000002214,738,720
ENSRNOG00000000231,ENSRNOG00000002875,749,720
ENSRNOG00000000231,ENSRNOG00000003334,730,720
ENSRNOG00000000231,ENSRNOG00000004193,731,720
ENSRNOG00000000231,ENSRNOG00000004686,784,720
ENSRNOG00000000231,ENSRNOG00000010453,730,720
ENSRNOG00000000231,ENSRNOG00000011657,763,720
ENSRNOG00000000231,ENSRNOG00000012671,731,720
ENSRNOG00000000231,ENSRNOG00000013390,730,720
ENSRNOG00000000231,ENSRNOG00000014029,733,720
ENSRNOG00000000231,ENSRNOG00000014485,720,720
ENSRNOG00000000231,ENSRNOG00000014996,720,720
ENSRNOG00000000231,ENSRNOG00000015633,979,914
ENSRNOG00000000231,ENSRNOG00000016541,740,720
ENSRNOG00000000231,ENSRNOG00000019390,730,720
ENSRNOG00000000231,ENSRNOG00000020878,734,720
ENSRNOG00000000231,ENSRNOG00000029441,738,720
ENSRNOG00000000231,ENSRNOG00000033372,730,720
ENSRNOG00000000231,ENSRNOG00000047896,787,720
ENSRNOG00000000231,ENSRNOG00000056617,720,720
ENSRNOG00000000231,ENSRNOG00000058914,806,793
ENSRNOG00000000231,NA,763,720
ENSRNOG00000000237,ENSRNOG00000020441,868,738
ENSRNOG00000000250,ENSRNOG00000000461,988,960
ENSRNOG00000000257,ENSRNOG00000000306,988,919
ENSRNOG00000000257,ENSRNOG00000001875,975,900
ENSRNOG00000000257,ENSRNOG00000012536,964,900
ENSRNOG00000000257,ENSRNOG00000017977,966,900
ENSRNOG00000000257,NA,954,900
ENSRNOG00000000258,ENSRNOG00000017674,856,712
ENSRNOG00000000277,ENSRNOG00000005615,924,852
ENSRNOG00000000277,ENSRNOG00000032254,882,760
ENSRNOG00000000281,ENSRNOG00000024186,976,900
ENSRNOG00000000281,ENSRNOG00000036682,974,900
ENSRNOG00000000302,ENSRNOG00000000302,908,900
ENSRNOG00000000302,ENSRNOG00000001142,922,720
ENSRNOG00000000302,ENSRNOG00000003147,901,789
ENSRNOG00000000302,ENSRNOG00000003821,831,720
ENSRNOG00000000302,ENSRNOG00000004666,720,720
ENSRNOG00000000302,ENSRNOG00000005165,734,720
ENSRNOG00000000302,ENSRNOG00000005257,742,720
ENSRNOG00000000302,ENSRNOG00000006833,793,720
ENSRNOG00000000302,ENSRNOG00000007756,775,720
ENSRNOG00000000302,ENSRNOG00000009615,900,720
ENSRNOG00000000302,ENSRNOG00000009667,830,720
ENSRNOG00000000302,ENSRNOG00000011341,894,840
ENSRNOG00000000302,ENSRNOG00000012799,954,818
ENSRNOG00000000302,ENSRNOG00000012880,774,720
ENSRNOG00000000302,ENSRNOG00000016774,733,720
ENSRNOG00000000302,ENSRNOG00000016984,829,720
ENSRNOG00000000302,ENSRNOG00000017583,767,720
ENSRNOG00000000302,ENSRNOG00000020284,775,720
ENSRNOG00000000302,ENSRNOG00000020878,900,820
ENSRNOG00000000302,ENSRNOG00000037505,920,869
ENSRNOG00000000302,ENSRNOG00000049876,740,720
ENSRNOG00000000302,ENSRNOG00000058914,925,901
ENSRNOG00000000302,ENSRNOG00000061499,914,720
ENSRNOG00000000302,NA,978,720
ENSRNOG00000000306,ENSRNOG00000000257,988,919
ENSRNOG00000000306,ENSRNOG00000001875,975,900
ENSRNOG00000000306,ENSRNOG00000012536,971,900
ENSRNOG00000000306,ENSRNOG00000017977,977,900
ENSRNOG00000000306,NA,980,900
ENSRNOG00000000307,ENSRNOG00000017003,834,721
ENSRNOG00000000307,ENSRNOG00000019253,860,851
ENSRNOG00000000312,ENSRNOG00000015158,999,973
ENSRNOG00000000312,ENSRNOG00000017219,998,971
ENSRNOG00000000314,ENSRNOG00000006345,995,905
ENSRNOG00000000314,ENSRNOG00000009057,999,999
ENSRNOG00000000314,ENSRNOG00000013743,995,947
ENSRNOG00000000321,ENSRNOG00000002723,989,980
ENSRNOG00000000321,ENSRNOG00000037331,981,941
ENSRNOG00000000321,ENSRNOG00000058908,977,966
ENSRNOG00000000321,ENSRNOG00000061230,836,769
ENSRNOG00000000321,NA,976,966
ENSRNOG00000000322,ENSRNOG00000000157,999,999
ENSRNOG00000000322,ENSRNOG00000002094,999,863
ENSRNOG00000000322,ENSRNOG00000003147,955,793
ENSRNOG00000000322,ENSRNOG00000003827,987,935
ENSRNOG00000000322,ENSRNOG00000006384,980,978
ENSRNOG00000000322,ENSRNOG00000007486,999,995
ENSRNOG00000000322,ENSRNOG00000012331,951,782
ENSRNOG00000000322,ENSRNOG00000016342,988,925
ENSRNOG00000000322,ENSRNOG00000017417,984,815
ENSRNOG00000000322,ENSRNOG00000017787,760,702
ENSRNOG00000000322,ENSRNOG00000017913,999,999
ENSRNOG00000000322,ENSRNOG00000018247,766,714
ENSRNOG00000000322,ENSRNOG00000018604,854,825
ENSRNOG00000000322,ENSRNOG00000019413,993,972
ENSRNOG00000000322,ENSRNOG00000025295,995,992
ENSRNOG00000000322,ENSRNOG00000027008,920,811
ENSRNOG00000000322,ENSRNOG00000047035,994,981
ENSRNOG00000000322,ENSRNOG00000051592,983,948
ENSRNOG00000000322,ENSRNOG00000052386,796,759
ENSRNOG00000000322,ENSRNOG00000061121,848,802
ENSRNOG00000000322,ENSRNOG00000067693,973,929
ENSRNOG00000000322,NA,967,834
ENSRNOG00000000323,ENSRNOG00000007242,858,778
ENSRNOG00000000335,ENSRNOG00000007060,811,784
ENSRNOG00000000335,ENSRNOG00000015354,872,753
ENSRNOG00000000340,ENSRNOG00000004813,960,841
ENSRNOG00000000340,ENSRNOG00000006652,974,880
ENSRNOG00000000340,ENSRNOG00000008226,762,720
ENSRNOG00000000340,ENSRNOG00000016447,895,832
ENSRNOG00000000340,ENSRNOG00000030328,951,720
ENSRNOG00000000383,ENSRNOG00000004132,947,703
ENSRNOG00000000383,ENSRNOG00000018598,967,848
ENSRNOG00000000387,ENSRNOG00000003123,977,804
ENSRNOG00000000387,ENSRNOG00000005099,883,835
ENSRNOG00000000387,ENSRNOG00000011167,964,739
ENSRNOG00000000387,ENSRNOG00000011213,970,794
ENSRNOG00000000387,ENSRNOG00000015440,996,975
ENSRNOG00000000387,ENSRNOG00000019108,946,764
ENSRNOG00000000387,ENSRNOG00000056209,990,758
ENSRNOG00000000392,ENSRNOG00000002610,723,720
ENSRNOG00000000392,ENSRNOG00000003600,904,868
ENSRNOG00000000392,ENSRNOG00000009125,921,803
ENSRNOG00000000392,ENSRNOG00000009245,720,720
ENSRNOG00000000392,ENSRNOG00000010537,921,803
ENSRNOG00000000392,ENSRNOG00000010719,732,720
ENSRNOG00000000392,ENSRNOG00000012348,721,720
ENSRNOG00000000392,ENSRNOG00000012409,720,720
ENSRNOG00000000392,ENSRNOG00000014634,720,720
ENSRNOG00000000392,ENSRNOG00000014674,722,720
ENSRNOG00000000392,ENSRNOG00000018582,720,720
ENSRNOG00000000392,ENSRNOG00000020635,720,720
ENSRNOG00000000392,ENSRNOG00000048708,720,720
ENSRNOG00000000392,ENSRNOG00000050087,720,720
ENSRNOG00000000392,ENSRNOG00000051623,732,720
ENSRNOG00000000392,ENSRNOG00000053060,720,720
ENSRNOG00000000392,ENSRNOG00000060337,754,720
ENSRNOG00000000394,ENSRNOG00000000562,798,760
ENSRNOG00000000394,ENSRNOG00000006094,872,800
ENSRNOG00000000398,ENSRNOG00000070034,950,718
ENSRNOG00000000401,NA,950,940
ENSRNOG00000000411,ENSRNOG00000004621,850,806
ENSRNOG00000000411,ENSRNOG00000014665,991,967
ENSRNOG00000000415,ENSRNOG00000001237,994,973
ENSRNOG00000000415,ENSRNOG00000001692,936,701
ENSRNOG00000000415,ENSRNOG00000003019,996,980
ENSRNOG00000000415,ENSRNOG00000016316,917,714
ENSRNOG00000000415,ENSRNOG00000016454,951,809
ENSRNOG00000000415,ENSRNOG00000045770,981,926
ENSRNOG00000000420,ENSRNOG00000000461,836,720
ENSRNOG00000000420,ENSRNOG00000001033,729,720
ENSRNOG00000000420,ENSRNOG00000001430,901,799
ENSRNOG00000000420,ENSRNOG00000001746,894,726
ENSRNOG00000000420,ENSRNOG00000001748,895,799
ENSRNOG00000000420,ENSRNOG00000002232,779,720
ENSRNOG00000000420,ENSRNOG00000003258,792,720
ENSRNOG00000000420,ENSRNOG00000004787,726,720
ENSRNOG00000000420,ENSRNOG00000004814,733,720
ENSRNOG00000000420,ENSRNOG00000005183,765,720
ENSRNOG00000000420,ENSRNOG00000006965,835,720
ENSRNOG00000000420,ENSRNOG00000007472,724,720
ENSRNOG00000000420,ENSRNOG00000007845,971,887
ENSRNOG00000000420,ENSRNOG00000008748,727,720
ENSRNOG00000000420,ENSRNOG00000008825,828,720
ENSRNOG00000000420,ENSRNOG00000009377,999,997
ENSRNOG00000000420,ENSRNOG00000010116,851,720
ENSRNOG00000000420,ENSRNOG00000010160,724,720
ENSRNOG00000000420,ENSRNOG00000010408,897,799
ENSRNOG00000000420,ENSRNOG00000010902,800,720
ENSRNOG00000000420,ENSRNOG00000011214,917,799
ENSRNOG00000000420,ENSRNOG00000011953,746,720
ENSRNOG00000000420,ENSRNOG00000012803,830,720
ENSRNOG00000000420,ENSRNOG00000013545,903,799
ENSRNOG00000000420,ENSRNOG00000015301,734,720
ENSRNOG00000000420,ENSRNOG00000015474,997,991
ENSRNOG00000000420,ENSRNOG00000015720,935,799
ENSRNOG00000000420,ENSRNOG00000016231,904,799
ENSRNOG00000000420,ENSRNOG00000017195,810,720
ENSRNOG00000000420,ENSRNOG00000019439,901,799
ENSRNOG00000000420,ENSRNOG00000019559,720,720
ENSRNOG00000000420,ENSRNOG00000019746,731,720
ENSRNOG00000000420,ENSRNOG00000019824,806,720
ENSRNOG00000000420,ENSRNOG00000020799,887,746
ENSRNOG00000000420,ENSRNOG00000022586,918,732
ENSRNOG00000000420,ENSRNOG00000022868,778,720
ENSRNOG00000000420,ENSRNOG00000023053,736,720
ENSRNOG00000000420,ENSRNOG00000023605,936,787
ENSRNOG00000000420,ENSRNOG00000024779,907,799
ENSRNOG00000000420,ENSRNOG00000026277,755,720
ENSRNOG00000000420,ENSRNOG00000028834,986,937
ENSRNOG00000000420,ENSRNOG00000030017,734,720
ENSRNOG00000000420,ENSRNOG00000032034,979,887
ENSRNOG00000000420,ENSRNOG00000047874,997,986
ENSRNOG00000000420,ENSRNOG00000048187,720,720
ENSRNOG00000000420,ENSRNOG00000048736,756,720
ENSRNOG00000000420,ENSRNOG00000053054,881,720
ENSRNOG00000000420,NA,858,720
ENSRNOG00000000421,ENSRNOG00000009439,831,720
ENSRNOG00000000421,ENSRNOG00000012803,994,975
ENSRNOG00000000421,ENSRNOG00000040297,998,978
ENSRNOG00000000422,ENSRNOG00000011785,986,894
ENSRNOG00000000431,ENSRNOG00000001597,926,900
ENSRNOG00000000431,ENSRNOG00000005413,937,900
ENSRNOG00000000431,ENSRNOG00000017801,949,903
ENSRNOG00000000431,ENSRNOG00000023493,914,900
ENSRNOG00000000431,ENSRNOG00000024632,925,900
ENSRNOG00000000431,ENSRNOG00000032202,928,909
ENSRNOG00000000431,ENSRNOG00000061088,924,910
ENSRNOG00000000431,NA,805,805
ENSRNOG00000000432,ENSRNOG00000016148,814,800
ENSRNOG00000000432,NA,825,800
ENSRNOG00000000435,ENSRNOG00000012616,930,900
ENSRNOG00000000437,ENSRNOG00000000437,909,900
ENSRNOG00000000437,ENSRNOG00000001205,980,900
ENSRNOG00000000437,ENSRNOG00000027125,969,900
ENSRNOG00000000437,ENSRNOG00000028623,960,900
ENSRNOG00000000437,ENSRNOG00000034026,922,900
ENSRNOG00000000439,ENSRNOG00000012410,979,934
ENSRNOG00000000439,ENSRNOG00000058908,964,927
ENSRNOG00000000439,NA,981,961
ENSRNOG00000000442,ENSRNOG00000003268,954,800
ENSRNOG00000000442,ENSRNOG00000005879,950,800
ENSRNOG00000000442,ENSRNOG00000007443,998,982
ENSRNOG00000000442,ENSRNOG00000019322,889,829
ENSRNOG00000000442,ENSRNOG00000019338,997,963
ENSRNOG00000000442,ENSRNOG00000046327,976,800
ENSRNOG00000000442,ENSRNOG00000059984,998,978
ENSRNOG00000000451,ENSRNOG00000000451,986,748
ENSRNOG00000000451,ENSRNOG00000018735,998,874
ENSRNOG00000000451,ENSRNOG00000032708,999,990
ENSRNOG00000000451,ENSRNOG00000038999,882,720
ENSRNOG00000000451,ENSRNOG00000049491,979,832
ENSRNOG00000000451,ENSRNOG00000066773,980,818
ENSRNOG00000000451,NA,969,900
ENSRNOG00000000457,ENSRNOG00000000474,992,954
ENSRNOG00000000457,ENSRNOG00000001082,999,999
ENSRNOG00000000457,ENSRNOG00000003029,963,915
ENSRNOG00000000457,ENSRNOG00000015018,946,907
ENSRNOG00000000457,ENSRNOG00000017123,902,720
ENSRNOG00000000457,NA,989,848
ENSRNOG00000000461,ENSRNOG00000000250,988,960
ENSRNOG00000000461,ENSRNOG00000000420,836,720
ENSRNOG00000000461,ENSRNOG00000000461,868,727
ENSRNOG00000000461,ENSRNOG00000000632,955,907
ENSRNOG00000000461,ENSRNOG00000001033,731,720
ENSRNOG00000000461,ENSRNOG00000001035,786,720
ENSRNOG00000000461,ENSRNOG00000002232,852,720
ENSRNOG00000000461,ENSRNOG00000003258,790,720
ENSRNOG00000000461,ENSRNOG00000004787,729,720
ENSRNOG00000000461,ENSRNOG00000004814,832,784
ENSRNOG00000000461,ENSRNOG00000005183,829,753
ENSRNOG00000000461,ENSRNOG00000005602,859,839
ENSRNOG00000000461,ENSRNOG00000005639,861,734
ENSRNOG00000000461,ENSRNOG00000006965,884,720
ENSRNOG00000000461,ENSRNOG00000007267,736,720
ENSRNOG00000000461,ENSRNOG00000007472,800,720
ENSRNOG00000000461,ENSRNOG00000007845,730,720
ENSRNOG00000000461,ENSRNOG00000008748,720,720
ENSRNOG00000000461,ENSRNOG00000008825,824,720
ENSRNOG00000000461,ENSRNOG00000009377,782,720
ENSRNOG00000000461,ENSRNOG00000009722,938,731
ENSRNOG00000000461,ENSRNOG00000010116,820,720
ENSRNOG00000000461,ENSRNOG00000010160,728,720
ENSRNOG00000000461,ENSRNOG00000010756,932,804
ENSRNOG00000000461,ENSRNOG00000010902,777,720
ENSRNOG00000000461,ENSRNOG00000011953,807,720
ENSRNOG00000000461,ENSRNOG00000012360,736,720
