geneA,geneB,Complex_ac,ComplexID
ENSRNOG00000000062,ENSRNOG00000000467,CPX-2283,8125
ENSRNOG00000000062,ENSRNOG00000000847,CPX-2283,8382
ENSRNOG00000000062,ENSRNOG00000000885,CPX-2283,8382
ENSRNOG00000000062,ENSRNOG00000004773,CPX-2283,8382
ENSRNOG00000000062,ENSRNOG00000005276,CPX-2283,8382
ENSRNOG00000000066,ENSRNOG00000005310,CPX-7967,NA
ENSRNOG00000000066,ENSRNOG00000005828,CPX-7967,NA
ENSRNOG00000000066,ENSRNOG00000058914,CPX-7967,NA
ENSRNOG00000000070,ENSRNOG00000002757,CPX-1004,6657
ENSRNOG00000000070,ENSRNOG00000007160,CPX-1004,6657
ENSRNOG00000000070,ENSRNOG00000008212,CPX-1004,6657
ENSRNOG00000000070,ENSRNOG00000008597,CPX-1004,6657
ENSRNOG00000000070,ENSRNOG00000008610,CPX-1004,6657
ENSRNOG00000000070,ENSRNOG00000018364,CPX-1004,6657
ENSRNOG00000000070,ENSRNOG00000019245,CPX-1004,6657
ENSRNOG00000000070,ENSRNOG00000020527,CPX-642,NA
ENSRNOG00000000070,ENSRNOG00000023107,CPX-1004,6657
ENSRNOG00000000070,ENSRNOG00000050321,CPX-1004,6657
ENSRNOG00000000075,ENSRNOG00000017509,CPX-2196,6910
ENSRNOG00000000075,ENSRNOG00000020336,CPX-2196,6910
ENSRNOG00000000075,ENSRNOG00000021492,CPX-2196,NA
ENSRNOG00000000075,ENSRNOG00000042679,CPX-2196,NA
ENSRNOG00000000075,ENSRNOG00000048187,CPX-2318,NA
ENSRNOG00000000075,ENSRNOG00000058663,CPX-2196,7304
ENSRNOG00000000082,ENSRNOG00000012410,CPX-856,NA
ENSRNOG00000000082,ENSRNOG00000017469,CPX-899,NA
ENSRNOG00000000104,ENSRNOG00000003497,CPX-2488,770
ENSRNOG00000000104,ENSRNOG00000004373,CPX-2488,770
ENSRNOG00000000104,ENSRNOG00000004883,CPX-2488,NA
ENSRNOG00000000104,ENSRNOG00000007315,CPX-2488,770
ENSRNOG00000000104,ENSRNOG00000007701,CPX-2488,770
ENSRNOG00000000104,ENSRNOG00000008456,CPX-2488,770
ENSRNOG00000000104,ENSRNOG00000012760,CPX-2488,NA
ENSRNOG00000000104,ENSRNOG00000018550,CPX-2488,NA
ENSRNOG00000000104,ENSRNOG00000022877,CPX-2488,NA
ENSRNOG00000000104,ENSRNOG00000030520,CPX-2488,NA
ENSRNOG00000000104,ENSRNOG00000032739,CPX-2488,770
ENSRNOG00000000104,ENSRNOG00000034233,CPX-2488,NA
ENSRNOG00000000104,ENSRNOG00000066862,CPX-2488,NA
ENSRNOG00000000111,ENSRNOG00000012046,CPX-8149,6852
ENSRNOG00000000111,ENSRNOG00000016394,CPX-8149,NA
ENSRNOG00000000155,ENSRNOG00000002795,CPX-6199,162
ENSRNOG00000000155,ENSRNOG00000013660,CPX-6199,162
ENSRNOG00000000155,ENSRNOG00000018228,CPX-6199,162
ENSRNOG00000000155,ENSRNOG00000020379,CPX-6199,162
ENSRNOG00000000155,ENSRNOG00000060008,CPX-6199,162
ENSRNOG00000000157,ENSRNOG00000000322,CPX-200,686
ENSRNOG00000000157,ENSRNOG00000001010,CPX-358,NA
ENSRNOG00000000157,ENSRNOG00000017913,CPX-200,686
ENSRNOG00000000157,ENSRNOG00000019413,CPX-354,NA
ENSRNOG00000000169,ENSRNOG00000008035,CPX-9182,NA
ENSRNOG00000000169,ENSRNOG00000017462,CPX-9182,NA
ENSRNOG00000000169,ENSRNOG00000025065,CPX-9182,NA
ENSRNOG00000000175,ENSRNOG00000009568,CPX-9163,7812
ENSRNOG00000000187,ENSRNOG00000005954,CPX-506,8091
ENSRNOG00000000187,ENSRNOG00000008111,CPX-506,8091
ENSRNOG00000000187,ENSRNOG00000018669,CPX-506,NA
ENSRNOG00000000187,ENSRNOG00000026805,CPX-512,6137
ENSRNOG00000000187,ENSRNOG00000049782,CPX-512,6137
ENSRNOG00000000277,ENSRNOG00000001139,CPX-3323,NA
ENSRNOG00000000277,ENSRNOG00000003359,CPX-3323,NA
ENSRNOG00000000277,ENSRNOG00000008249,CPX-3323,NA
ENSRNOG00000000277,ENSRNOG00000009568,CPX-3323,NA
ENSRNOG00000000277,ENSRNOG00000013218,CPX-3323,NA
ENSRNOG00000000277,ENSRNOG00000014520,CPX-3323,NA
ENSRNOG00000000277,ENSRNOG00000016773,CPX-3323,NA
ENSRNOG00000000277,ENSRNOG00000020117,CPX-3323,NA
ENSRNOG00000000277,ENSRNOG00000021492,CPX-3323,NA
ENSRNOG00000000277,ENSRNOG00000026239,CPX-3323,NA
ENSRNOG00000000277,ENSRNOG00000032254,CPX-3323,NA
ENSRNOG00000000277,ENSRNOG00000049943,CPX-3441,NA
ENSRNOG00000000322,ENSRNOG00000000157,CPX-200,686
ENSRNOG00000000322,ENSRNOG00000001010,CPX-358,NA
ENSRNOG00000000322,ENSRNOG00000017913,CPX-200,686
ENSRNOG00000000322,ENSRNOG00000019413,CPX-354,NA
ENSRNOG00000000340,ENSRNOG00000004813,CPX-6411,6301
ENSRNOG00000000340,ENSRNOG00000006652,CPX-6411,6301
ENSRNOG00000000340,ENSRNOG00000008226,CPX-6411,7596
ENSRNOG00000000340,ENSRNOG00000016447,CPX-6411,6301
ENSRNOG00000000340,ENSRNOG00000030328,CPX-6411,6301
ENSRNOG00000000392,ENSRNOG00000003600,CPX-2842,NA
ENSRNOG00000000411,ENSRNOG00000014665,CPX-6701,6238
ENSRNOG00000000420,ENSRNOG00000015474,CPX-6267,2598
ENSRNOG00000000421,ENSRNOG00000012803,CPX-2736,1168
ENSRNOG00000000421,ENSRNOG00000040297,CPX-2736,1168
ENSRNOG00000000431,ENSRNOG00000010298,CPX-6600,NA
ENSRNOG00000000431,ENSRNOG00000018987,CPX-6601,NA
ENSRNOG00000000431,ENSRNOG00000024632,CPX-6595,NA
ENSRNOG00000000466,ENSRNOG00000024411,CPX-949,NA
ENSRNOG00000000467,ENSRNOG00000000062,CPX-2283,8125
ENSRNOG00000000467,ENSRNOG00000000847,CPX-2283,8382
ENSRNOG00000000467,ENSRNOG00000000885,CPX-2283,8382
ENSRNOG00000000467,ENSRNOG00000004773,CPX-2260,1178
ENSRNOG00000000467,ENSRNOG00000005076,CPX-2627,8377
ENSRNOG00000000467,ENSRNOG00000005276,CPX-2283,8382
ENSRNOG00000000467,ENSRNOG00000005828,CPX-2272,1178
ENSRNOG00000000467,ENSRNOG00000006004,CPX-2480,115
ENSRNOG00000000467,ENSRNOG00000006378,CPX-2305,1194
ENSRNOG00000000467,ENSRNOG00000008049,CPX-2305,1194
ENSRNOG00000000467,ENSRNOG00000015191,CPX-2594,115
ENSRNOG00000000467,ENSRNOG00000016585,CPX-2260,115
ENSRNOG00000000467,ENSRNOG00000016875,CPX-2600,NA
ENSRNOG00000000467,ENSRNOG00000018532,CPX-7581,8129
ENSRNOG00000000467,ENSRNOG00000019145,CPX-2272,1178
ENSRNOG00000000467,ENSRNOG00000019222,CPX-2305,1194
ENSRNOG00000000467,ENSRNOG00000020250,CPX-2305,1194
ENSRNOG00000000467,ENSRNOG00000024743,CPX-2305,1194
ENSRNOG00000000467,ENSRNOG00000034240,CPX-2272,1178
ENSRNOG00000000467,ENSRNOG00000046955,CPX-2598,8386
ENSRNOG00000000467,ENSRNOG00000047741,CPX-2305,1194
ENSRNOG00000000467,ENSRNOG00000048113,CPX-2621,115
ENSRNOG00000000467,ENSRNOG00000049215,CPX-2480,115
ENSRNOG00000000467,ENSRNOG00000051433,CPX-2272,1178
ENSRNOG00000000467,ENSRNOG00000063043,CPX-2594,115
ENSRNOG00000000470,ENSRNOG00000006895,CPX-6207,6459
ENSRNOG00000000470,ENSRNOG00000007125,CPX-6208,6463
ENSRNOG00000000470,ENSRNOG00000009894,CPX-6207,6459
ENSRNOG00000000470,ENSRNOG00000020996,CPX-6207,6459
ENSRNOG00000000473,ENSRNOG00000003779,CPX-6144,112
ENSRNOG00000000473,ENSRNOG00000009893,CPX-6144,NA
ENSRNOG00000000473,ENSRNOG00000012985,CPX-6149,112
ENSRNOG00000000473,ENSRNOG00000013195,CPX-6145,NA
ENSRNOG00000000473,ENSRNOG00000013545,CPX-6145,NA
ENSRNOG00000000473,ENSRNOG00000014463,CPX-6144,NA
ENSRNOG00000000473,ENSRNOG00000018653,CPX-6149,112
ENSRNOG00000000473,ENSRNOG00000020634,CPX-6145,NA
ENSRNOG00000000473,ENSRNOG00000050932,CPX-6149,112
ENSRNOG00000000473,ENSRNOG00000053405,CPX-6145,NA
ENSRNOG00000000473,ENSRNOG00000065791,CPX-6145,NA
ENSRNOG00000000474,ENSRNOG00000015018,CPX-2375,NA
ENSRNOG00000000480,ENSRNOG00000017509,CPX-2204,NA
ENSRNOG00000000480,ENSRNOG00000020336,CPX-2204,NA
ENSRNOG00000000480,ENSRNOG00000021492,CPX-2204,NA
ENSRNOG00000000480,ENSRNOG00000042679,CPX-2204,NA
ENSRNOG00000000480,ENSRNOG00000048187,CPX-2205,NA
ENSRNOG00000000480,ENSRNOG00000058663,CPX-2204,NA
ENSRNOG00000000485,ENSRNOG00000067693,CPX-860,NA
ENSRNOG00000000493,ENSRNOG00000001501,CPX-2392,8372
ENSRNOG00000000493,ENSRNOG00000006961,CPX-2392,8372
ENSRNOG00000000493,ENSRNOG00000013714,CPX-2392,8372
ENSRNOG00000000493,ENSRNOG00000015844,CPX-2392,8372
ENSRNOG00000000493,ENSRNOG00000030374,CPX-2392,8372
ENSRNOG00000000493,ENSRNOG00000050410,CPX-2392,8372
ENSRNOG00000000493,ENSRNOG00000067587,CPX-2392,8372
ENSRNOG00000000504,ENSRNOG00000003346,CPX-6263,245
ENSRNOG00000000504,ENSRNOG00000016706,CPX-6263,244
ENSRNOG00000000504,ENSRNOG00000016889,CPX-6263,244
ENSRNOG00000000504,ENSRNOG00000023968,CPX-6263,244
ENSRNOG00000000504,ENSRNOG00000027249,CPX-6263,244
ENSRNOG00000000504,ENSRNOG00000036699,CPX-6263,245
ENSRNOG00000000504,ENSRNOG00000036876,CPX-6263,NA
ENSRNOG00000000504,ENSRNOG00000057945,CPX-6263,244
ENSRNOG00000000505,ENSRNOG00000001148,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000001611,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000002340,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000003227,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000004107,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000004214,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000004484,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000008140,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000009378,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000010746,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000011494,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000013508,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000014272,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000015335,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000016220,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000016387,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000016896,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000017127,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000019007,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000020618,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000020674,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000021035,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000023344,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000025936,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000026260,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000028747,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000033686,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000034237,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000040273,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000056765,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000064545,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000070034,CPX-5183,306
ENSRNOG00000000505,ENSRNOG00000070974,CPX-5183,306
ENSRNOG00000000557,ENSRNOG00000002251,CPX-2360,NA
ENSRNOG00000000557,ENSRNOG00000004563,CPX-2360,NA
ENSRNOG00000000557,ENSRNOG00000009042,CPX-2360,NA
ENSRNOG00000000557,ENSRNOG00000010628,CPX-2360,NA
ENSRNOG00000000557,ENSRNOG00000014872,CPX-2360,NA
ENSRNOG00000000576,ENSRNOG00000001283,CPX-1860,7851
ENSRNOG00000000576,ENSRNOG00000001316,CPX-1860,7851
ENSRNOG00000000576,ENSRNOG00000004130,CPX-1860,7851
ENSRNOG00000000576,ENSRNOG00000004169,CPX-6088,NA
ENSRNOG00000000576,ENSRNOG00000005904,CPX-1860,7851
ENSRNOG00000000576,ENSRNOG00000008459,CPX-1860,NA
ENSRNOG00000000576,ENSRNOG00000011295,CPX-1860,7851
ENSRNOG00000000576,ENSRNOG00000016965,CPX-1860,7851
ENSRNOG00000000576,ENSRNOG00000017536,CPX-1860,7851
ENSRNOG00000000576,ENSRNOG00000018296,CPX-1860,NA
ENSRNOG00000000576,ENSRNOG00000019936,CPX-1860,NA
ENSRNOG00000000576,ENSRNOG00000024241,CPX-1860,7851
ENSRNOG00000000576,ENSRNOG00000028415,CPX-6087,NA
ENSRNOG00000000576,ENSRNOG00000070941,CPX-1860,NA
ENSRNOG00000000586,ENSRNOG00000002091,CPX-2373,NA
ENSRNOG00000000586,ENSRNOG00000010981,CPX-2373,NA
ENSRNOG00000000586,ENSRNOG00000016218,CPX-2373,NA
ENSRNOG00000000586,ENSRNOG00000054725,CPX-2373,NA
ENSRNOG00000000586,ENSRNOG00000056904,CPX-2373,NA
ENSRNOG00000000593,ENSRNOG00000009134,CPX-994,6277
ENSRNOG00000000593,ENSRNOG00000014098,CPX-994,7672
ENSRNOG00000000595,ENSRNOG00000009204,CPX-9207,NA
ENSRNOG00000000595,ENSRNOG00000011153,CPX-8776,NA
ENSRNOG00000000595,ENSRNOG00000012467,CPX-8776,NA
ENSRNOG00000000595,ENSRNOG00000013007,CPX-9207,NA
ENSRNOG00000000595,ENSRNOG00000015498,CPX-9204,NA
ENSRNOG00000000595,ENSRNOG00000016804,CPX-9204,NA
ENSRNOG00000000595,ENSRNOG00000019695,CPX-9206,NA
ENSRNOG00000000595,ENSRNOG00000027376,CPX-8776,NA
ENSRNOG00000000599,ENSRNOG00000002680,CPX-3019,NA
ENSRNOG00000000599,ENSRNOG00000005678,CPX-3015,NA
ENSRNOG00000000613,ENSRNOG00000002695,CPX-7241,NA
ENSRNOG00000000613,ENSRNOG00000024879,CPX-7241,NA
ENSRNOG00000000632,ENSRNOG00000001035,CPX-2395,107
ENSRNOG00000000632,ENSRNOG00000002951,CPX-2009,NA
ENSRNOG00000000632,ENSRNOG00000003679,CPX-3232,230
ENSRNOG00000000632,ENSRNOG00000003848,CPX-3232,230
ENSRNOG00000000632,ENSRNOG00000006985,CPX-241,8270
ENSRNOG00000000632,ENSRNOG00000007267,CPX-2395,107
ENSRNOG00000000632,ENSRNOG00000007719,CPX-1969,228
ENSRNOG00000000632,ENSRNOG00000011586,CPX-341,NA
ENSRNOG00000000632,ENSRNOG00000012360,CPX-2395,107
ENSRNOG00000000632,ENSRNOG00000013180,CPX-2395,107
ENSRNOG00000000632,ENSRNOG00000014052,CPX-2004,1003
ENSRNOG00000000632,ENSRNOG00000014786,CPX-2015,1656
ENSRNOG00000000632,ENSRNOG00000017753,CPX-2395,107
ENSRNOG00000000632,ENSRNOG00000018007,CPX-2395,1029
ENSRNOG00000000632,ENSRNOG00000018123,CPX-364,NA
ENSRNOG00000000632,ENSRNOG00000018230,CPX-2395,107
ENSRNOG00000000632,ENSRNOG00000020918,CPX-2010,310
ENSRNOG00000000632,ENSRNOG00000022582,CPX-326,8202
ENSRNOG00000000632,ENSRNOG00000031656,CPX-2395,107
ENSRNOG00000000632,ENSRNOG00000058539,CPX-2007,243
ENSRNOG00000000632,ENSRNOG00000068243,CPX-2201,1115
ENSRNOG00000000635,ENSRNOG00000052445,CPX-7861,NA
ENSRNOG00000000661,ENSRNOG00000045838,CPX-5043,11
ENSRNOG00000000701,ENSRNOG00000015213,CPX-5641,8087
ENSRNOG00000000701,ENSRNOG00000018129,CPX-5641,NA
ENSRNOG00000000701,ENSRNOG00000045686,CPX-5641,8087
ENSRNOG00000000701,ENSRNOG00000047970,CPX-5641,8087
ENSRNOG00000000774,ENSRNOG00000008431,CPX-2955,7722
ENSRNOG00000000779,ENSRNOG00000000954,CPX-2386,NA
ENSRNOG00000000779,ENSRNOG00000001748,CPX-2386,NA
ENSRNOG00000000779,ENSRNOG00000009545,CPX-2386,NA
ENSRNOG00000000779,ENSRNOG00000010408,CPX-2386,NA
ENSRNOG00000000779,ENSRNOG00000010750,CPX-2386,NA
ENSRNOG00000000779,ENSRNOG00000011214,CPX-2386,NA
ENSRNOG00000000779,ENSRNOG00000012664,CPX-2386,NA
ENSRNOG00000000779,ENSRNOG00000013545,CPX-2386,NA
ENSRNOG00000000779,ENSRNOG00000016825,CPX-2386,NA
ENSRNOG00000000779,ENSRNOG00000018349,CPX-2386,NA
ENSRNOG00000000779,ENSRNOG00000019079,CPX-2386,NA
ENSRNOG00000000779,ENSRNOG00000023805,CPX-2386,NA
ENSRNOG00000000804,ENSRNOG00000000926,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000001842,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000002178,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000002569,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000003797,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000006898,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000008279,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000009297,CPX-5225,NA
ENSRNOG00000000804,ENSRNOG00000009484,CPX-5225,NA
ENSRNOG00000000804,ENSRNOG00000010164,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000010363,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000010912,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000011839,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000011979,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000015192,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000015479,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000016201,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000017272,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000018531,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000019949,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000020373,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000021224,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000022609,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000024845,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000026528,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000032630,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000047984,CPX-5225,315
ENSRNOG00000000804,ENSRNOG00000059381,CPX-5225,315
ENSRNOG00000000847,ENSRNOG00000000062,CPX-2283,8382
ENSRNOG00000000847,ENSRNOG00000000467,CPX-2283,8382
ENSRNOG00000000847,ENSRNOG00000000885,CPX-2283,8382
ENSRNOG00000000847,ENSRNOG00000004773,CPX-2283,8382
ENSRNOG00000000847,ENSRNOG00000005276,CPX-2283,938
ENSRNOG00000000847,ENSRNOG00000018532,CPX-7581,8387
ENSRNOG00000000851,ENSRNOG00000001293,CPX-132,6862
ENSRNOG00000000851,ENSRNOG00000060580,CPX-132,6862
ENSRNOG00000000885,ENSRNOG00000000062,CPX-2283,8382
ENSRNOG00000000885,ENSRNOG00000000467,CPX-2283,8382
ENSRNOG00000000885,ENSRNOG00000000847,CPX-2283,8382
ENSRNOG00000000885,ENSRNOG00000004773,CPX-2283,8382
ENSRNOG00000000885,ENSRNOG00000005276,CPX-2283,8382
ENSRNOG00000000885,ENSRNOG00000018532,CPX-7581,8387
ENSRNOG00000000901,ENSRNOG00000000954,CPX-2393,7992
ENSRNOG00000000901,ENSRNOG00000001748,CPX-2393,7992
ENSRNOG00000000901,ENSRNOG00000004471,CPX-2393,7992
ENSRNOG00000000901,ENSRNOG00000007432,CPX-2393,7992
ENSRNOG00000000901,ENSRNOG00000007548,CPX-2393,7992
ENSRNOG00000000901,ENSRNOG00000010008,CPX-2393,7992
ENSRNOG00000000901,ENSRNOG00000010028,CPX-2393,7992
ENSRNOG00000000901,ENSRNOG00000010408,CPX-2393,7992
ENSRNOG00000000901,ENSRNOG00000011214,CPX-2393,NA
ENSRNOG00000000901,ENSRNOG00000013545,CPX-2393,NA
ENSRNOG00000000901,ENSRNOG00000016960,CPX-2393,7992
ENSRNOG00000000901,ENSRNOG00000017843,CPX-2393,7992
ENSRNOG00000000901,ENSRNOG00000019079,CPX-2393,7992
ENSRNOG00000000901,ENSRNOG00000023805,CPX-2393,7992
ENSRNOG00000000901,ENSRNOG00000033560,CPX-2393,7992
ENSRNOG00000000923,ENSRNOG00000001592,CPX-6030,126
ENSRNOG00000000923,ENSRNOG00000009642,CPX-6030,126
ENSRNOG00000000923,ENSRNOG00000011632,CPX-6030,126
ENSRNOG00000000923,ENSRNOG00000014160,CPX-6030,126
ENSRNOG00000000923,ENSRNOG00000015630,CPX-6030,126
ENSRNOG00000000923,ENSRNOG00000019090,CPX-6030,126
ENSRNOG00000000923,ENSRNOG00000021317,CPX-6030,126
ENSRNOG00000000926,ENSRNOG00000000804,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000001842,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000002178,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000002569,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000003797,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000006898,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000008279,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000009297,CPX-5225,NA
ENSRNOG00000000926,ENSRNOG00000009484,CPX-5225,NA
ENSRNOG00000000926,ENSRNOG00000010164,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000010363,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000010912,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000011839,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000011979,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000015192,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000015479,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000016201,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000017272,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000018531,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000019949,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000020373,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000021224,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000022609,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000024845,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000026528,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000032630,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000047984,CPX-5225,315
ENSRNOG00000000926,ENSRNOG00000059381,CPX-5225,315
ENSRNOG00000000942,ENSRNOG00000032441,CPX-2259,8071
ENSRNOG00000000954,ENSRNOG00000000779,CPX-2386,NA
ENSRNOG00000000954,ENSRNOG00000000901,CPX-2393,7992
ENSRNOG00000000954,ENSRNOG00000001748,CPX-2386,5233
ENSRNOG00000000954,ENSRNOG00000004471,CPX-2393,7992
ENSRNOG00000000954,ENSRNOG00000007432,CPX-2393,7992
ENSRNOG00000000954,ENSRNOG00000007548,CPX-2393,7992
ENSRNOG00000000954,ENSRNOG00000009545,CPX-2386,5233
ENSRNOG00000000954,ENSRNOG00000010008,CPX-2393,7992
ENSRNOG00000000954,ENSRNOG00000010028,CPX-2393,7992
ENSRNOG00000000954,ENSRNOG00000010408,CPX-2386,7992
ENSRNOG00000000954,ENSRNOG00000010750,CPX-2386,NA
ENSRNOG00000000954,ENSRNOG00000011214,CPX-2386,NA
ENSRNOG00000000954,ENSRNOG00000012664,CPX-2386,5233
ENSRNOG00000000954,ENSRNOG00000013545,CPX-2386,NA
ENSRNOG00000000954,ENSRNOG00000016825,CPX-2386,5233
ENSRNOG00000000954,ENSRNOG00000016960,CPX-2393,7992
ENSRNOG00000000954,ENSRNOG00000017843,CPX-2393,7992
ENSRNOG00000000954,ENSRNOG00000018349,CPX-2386,5233
ENSRNOG00000000954,ENSRNOG00000019079,CPX-2386,7992
ENSRNOG00000000954,ENSRNOG00000023805,CPX-2386,5233
ENSRNOG00000000954,ENSRNOG00000033560,CPX-2393,7992
ENSRNOG00000000957,ENSRNOG00000001148,CPX-5262,3047
ENSRNOG00000000957,ENSRNOG00000001611,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000002340,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000003227,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000004107,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000004214,CPX-5262,3047
ENSRNOG00000000957,ENSRNOG00000004484,CPX-5262,3047
ENSRNOG00000000957,ENSRNOG00000008140,CPX-5262,3047
ENSRNOG00000000957,ENSRNOG00000009378,CPX-5262,3047
ENSRNOG00000000957,ENSRNOG00000010746,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000011138,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000011494,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000013508,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000014272,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000015335,CPX-5262,3047
ENSRNOG00000000957,ENSRNOG00000016220,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000016269,CPX-5262,3047
ENSRNOG00000000957,ENSRNOG00000016387,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000016896,CPX-5262,3047
ENSRNOG00000000957,ENSRNOG00000017127,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000018795,CPX-5262,3047
ENSRNOG00000000957,ENSRNOG00000019007,CPX-5262,3047
ENSRNOG00000000957,ENSRNOG00000020618,CPX-5262,3047
ENSRNOG00000000957,ENSRNOG00000020674,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000021035,CPX-5262,3047
ENSRNOG00000000957,ENSRNOG00000023344,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000023529,CPX-5262,3047
ENSRNOG00000000957,ENSRNOG00000025936,CPX-5262,3047
ENSRNOG00000000957,ENSRNOG00000026260,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000028449,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000028747,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000033686,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000034237,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000040273,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000056765,CPX-5262,3047
ENSRNOG00000000957,ENSRNOG00000058914,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000070034,CPX-5262,NA
ENSRNOG00000000957,ENSRNOG00000070974,CPX-5262,3047
